1024-fp-regs_128-rob-entries_128-iq-entries,0.003739
1024-fp-regs_128-rob-entries_16-iq-entries,0.004909
1024-fp-regs_128-rob-entries_256-iq-entries,0.003739
1024-fp-regs_128-rob-entries_32-iq-entries,0.004199
1024-fp-regs_128-rob-entries_4-iq-entries,0.010484
1024-fp-regs_128-rob-entries_64-iq-entries,0.003754
1024-fp-regs_128-rob-entries_8-iq-entries,0.006484
1024-fp-regs_16-rob-entries_128-iq-entries,0.006321
1024-fp-regs_16-rob-entries_16-iq-entries,0.006321
1024-fp-regs_16-rob-entries_256-iq-entries,0.006321
1024-fp-regs_16-rob-entries_32-iq-entries,0.006321
1024-fp-regs_16-rob-entries_4-iq-entries,0.010484
1024-fp-regs_16-rob-entries_64-iq-entries,0.006321
1024-fp-regs_16-rob-entries_8-iq-entries,0.006812
1024-fp-regs_256-rob-entries_128-iq-entries,0.003729
1024-fp-regs_256-rob-entries_16-iq-entries,0.004909
1024-fp-regs_256-rob-entries_256-iq-entries,0.003729
1024-fp-regs_256-rob-entries_32-iq-entries,0.004199
1024-fp-regs_256-rob-entries_4-iq-entries,0.010484
1024-fp-regs_256-rob-entries_64-iq-entries,0.003754
1024-fp-regs_256-rob-entries_8-iq-entries,0.006484
1024-fp-regs_32-rob-entries_128-iq-entries,0.004722
1024-fp-regs_32-rob-entries_16-iq-entries,0.004972
1024-fp-regs_32-rob-entries_256-iq-entries,0.004722
1024-fp-regs_32-rob-entries_32-iq-entries,0.004722
1024-fp-regs_32-rob-entries_4-iq-entries,0.010484
1024-fp-regs_32-rob-entries_64-iq-entries,0.004722
1024-fp-regs_32-rob-entries_8-iq-entries,0.006484
1024-fp-regs_4-rob-entries_128-iq-entries,0.017681
1024-fp-regs_4-rob-entries_16-iq-entries,0.017681
1024-fp-regs_4-rob-entries_256-iq-entries,0.017681
1024-fp-regs_4-rob-entries_32-iq-entries,0.017681
1024-fp-regs_4-rob-entries_4-iq-entries,0.017681
1024-fp-regs_4-rob-entries_64-iq-entries,0.017681
1024-fp-regs_4-rob-entries_8-iq-entries,0.017681
1024-fp-regs_64-rob-entries_128-iq-entries,0.003846
1024-fp-regs_64-rob-entries_16-iq-entries,0.004909
1024-fp-regs_64-rob-entries_256-iq-entries,0.003846
1024-fp-regs_64-rob-entries_32-iq-entries,0.004199
1024-fp-regs_64-rob-entries_4-iq-entries,0.010484
1024-fp-regs_64-rob-entries_64-iq-entries,0.003846
1024-fp-regs_64-rob-entries_8-iq-entries,0.006484
1024-fp-regs_8-rob-entries_128-iq-entries,0.009972
1024-fp-regs_8-rob-entries_16-iq-entries,0.009972
1024-fp-regs_8-rob-entries_256-iq-entries,0.009972
1024-fp-regs_8-rob-entries_32-iq-entries,0.009972
1024-fp-regs_8-rob-entries_4-iq-entries,0.011153
1024-fp-regs_8-rob-entries_64-iq-entries,0.009972
1024-fp-regs_8-rob-entries_8-iq-entries,0.009972
2048-fp-regs_128-rob-entries_128-iq-entries,0.003739
2048-fp-regs_128-rob-entries_16-iq-entries,0.004909
2048-fp-regs_128-rob-entries_256-iq-entries,0.003739
2048-fp-regs_128-rob-entries_32-iq-entries,0.004199
2048-fp-regs_128-rob-entries_4-iq-entries,0.010484
2048-fp-regs_128-rob-entries_64-iq-entries,0.003754
2048-fp-regs_128-rob-entries_8-iq-entries,0.006484
2048-fp-regs_16-rob-entries_128-iq-entries,0.006321
2048-fp-regs_16-rob-entries_16-iq-entries,0.006321
2048-fp-regs_16-rob-entries_256-iq-entries,0.006321
2048-fp-regs_16-rob-entries_32-iq-entries,0.006321
2048-fp-regs_16-rob-entries_4-iq-entries,0.010484
2048-fp-regs_16-rob-entries_64-iq-entries,0.006321
2048-fp-regs_16-rob-entries_8-iq-entries,0.006812
2048-fp-regs_256-rob-entries_128-iq-entries,0.003729
2048-fp-regs_256-rob-entries_16-iq-entries,0.004909
2048-fp-regs_256-rob-entries_256-iq-entries,0.003729
2048-fp-regs_256-rob-entries_32-iq-entries,0.004199
2048-fp-regs_256-rob-entries_4-iq-entries,0.010484
2048-fp-regs_256-rob-entries_64-iq-entries,0.003754
2048-fp-regs_256-rob-entries_8-iq-entries,0.006484
2048-fp-regs_32-rob-entries_128-iq-entries,0.004722
2048-fp-regs_32-rob-entries_16-iq-entries,0.004972
2048-fp-regs_32-rob-entries_256-iq-entries,0.004722
2048-fp-regs_32-rob-entries_32-iq-entries,0.004722
2048-fp-regs_32-rob-entries_4-iq-entries,0.010484
2048-fp-regs_32-rob-entries_64-iq-entries,0.004722
2048-fp-regs_32-rob-entries_8-iq-entries,0.006484
2048-fp-regs_4-rob-entries_128-iq-entries,0.017681
2048-fp-regs_4-rob-entries_16-iq-entries,0.017681
