1024-fp-regs_8-rob-entries_4-iq-entries,7060703,20196374
1024-fp-regs_8-rob-entries_64-iq-entries,9183769,20196411
1024-fp-regs_8-rob-entries_8-iq-entries,9183771,20196412
2048-fp-regs_128-rob-entries_128-iq-entries,20202216,0
2048-fp-regs_128-rob-entries_16-iq-entries,20199509,0
2048-fp-regs_128-rob-entries_256-iq-entries,20202216,0
2048-fp-regs_128-rob-entries_32-iq-entries,20201034,0
2048-fp-regs_128-rob-entries_4-iq-entries,5645879,20196289
2048-fp-regs_128-rob-entries_64-iq-entries,20202007,0
2048-fp-regs_128-rob-entries_8-iq-entries,20198627,67
2048-fp-regs_16-rob-entries_128-iq-entries,1875114,49
2048-fp-regs_16-rob-entries_16-iq-entries,1875117,49
2048-fp-regs_16-rob-entries_256-iq-entries,1875114,49
2048-fp-regs_16-rob-entries_32-iq-entries,1875114,49
2048-fp-regs_16-rob-entries_4-iq-entries,10656216,20196260
2048-fp-regs_16-rob-entries_64-iq-entries,1875114,49
2048-fp-regs_16-rob-entries_8-iq-entries,20198351,60
2048-fp-regs_256-rob-entries_128-iq-entries,20202693,0
2048-fp-regs_256-rob-entries_16-iq-entries,20199509,0
2048-fp-regs_256-rob-entries_256-iq-entries,20203109,0
2048-fp-regs_256-rob-entries_32-iq-entries,20201080,0
2048-fp-regs_256-rob-entries_4-iq-entries,5645879,20196289
2048-fp-regs_256-rob-entries_64-iq-entries,20202056,0
2048-fp-regs_256-rob-entries_8-iq-entries,20198627,67
2048-fp-regs_32-rob-entries_128-iq-entries,20199704,0
2048-fp-regs_32-rob-entries_16-iq-entries,20199280,0
2048-fp-regs_32-rob-entries_256-iq-entries,20199704,0
2048-fp-regs_32-rob-entries_32-iq-entries,20199704,0
2048-fp-regs_32-rob-entries_4-iq-entries,10656238,20196289
2048-fp-regs_32-rob-entries_64-iq-entries,20199704,0
2048-fp-regs_32-rob-entries_8-iq-entries,20198598,67
2048-fp-regs_4-rob-entries_128-iq-entries,14166658,20195489
2048-fp-regs_4-rob-entries_16-iq-entries,14166658,20195489
2048-fp-regs_4-rob-entries_256-iq-entries,14166658,20195489
2048-fp-regs_4-rob-entries_32-iq-entries,14166658,20195489
2048-fp-regs_4-rob-entries_4-iq-entries,14166660,20195484
2048-fp-regs_4-rob-entries_64-iq-entries,14166658,20195489
2048-fp-regs_4-rob-entries_8-iq-entries,14166658,20195489
2048-fp-regs_64-rob-entries_128-iq-entries,20201225,0
2048-fp-regs_64-rob-entries_16-iq-entries,20199483,0
2048-fp-regs_64-rob-entries_256-iq-entries,20201225,0
2048-fp-regs_64-rob-entries_32-iq-entries,20200951,0
2048-fp-regs_64-rob-entries_4-iq-entries,5645879,20196289
2048-fp-regs_64-rob-entries_64-iq-entries,20201225,0
2048-fp-regs_64-rob-entries_8-iq-entries,20198627,67
2048-fp-regs_8-rob-entries_128-iq-entries,9183769,20196411
2048-fp-regs_8-rob-entries_16-iq-entries,9183769,20196411
2048-fp-regs_8-rob-entries_256-iq-entries,9183769,20196411
2048-fp-regs_8-rob-entries_32-iq-entries,9183769,20196411
2048-fp-regs_8-rob-entries_4-iq-entries,7060703,20196374
2048-fp-regs_8-rob-entries_64-iq-entries,9183769,20196411
2048-fp-regs_8-rob-entries_8-iq-entries,9183771,20196412
256-fp-regs_128-rob-entries_128-iq-entries,20202216,0
256-fp-regs_128-rob-entries_16-iq-entries,20199509,0
256-fp-regs_128-rob-entries_256-iq-entries,20202216,0
256-fp-regs_128-rob-entries_32-iq-entries,20201034,0
256-fp-regs_128-rob-entries_4-iq-entries,5645879,20196289
256-fp-regs_128-rob-entries_64-iq-entries,20202007,0
256-fp-regs_128-rob-entries_8-iq-entries,20198627,67
256-fp-regs_16-rob-entries_128-iq-entries,1875114,49
256-fp-regs_16-rob-entries_16-iq-entries,1875117,49
256-fp-regs_16-rob-entries_256-iq-entries,1875114,49
256-fp-regs_16-rob-entries_32-iq-entries,1875114,49
256-fp-regs_16-rob-entries_4-iq-entries,10656216,20196260
256-fp-regs_16-rob-entries_64-iq-entries,1875114,49
256-fp-regs_16-rob-entries_8-iq-entries,20198351,60
256-fp-regs_256-rob-entries_128-iq-entries,20202693,0
256-fp-regs_256-rob-entries_16-iq-entries,20199509,0
256-fp-regs_256-rob-entries_256-iq-entries,20203109,0
256-fp-regs_256-rob-entries_32-iq-entries,20201080,0
256-fp-regs_256-rob-entries_4-iq-entries,5645879,20196289
256-fp-regs_256-rob-entries_64-iq-entries,20202056,0
256-fp-regs_256-rob-entries_8-iq-entries,20198663,66
256-fp-regs_32-rob-entries_128-iq-entries,20199704,0
256-fp-regs_32-rob-entries_16-iq-entries,20199280,0
256-fp-regs_32-rob-entries_256-iq-entries,20199704,0
256-fp-regs_32-rob-entries_32-iq-entries,20199704,0
256-fp-regs_32-rob-entries_4-iq-entries,10656238,20196289
256-fp-regs_32-rob-entries_64-iq-entries,20199704,0
256-fp-regs_32-rob-entries_8-iq-entries,20198598,67
256-fp-regs_4-rob-entries_128-iq-entries,14166658,20195489
256-fp-regs_4-rob-entries_16-iq-entries,14166658,20195489
256-fp-regs_4-rob-entries_256-iq-entries,14166658,20195489
256-fp-regs_4-rob-entries_32-iq-entries,14166658,20195489
256-fp-regs_4-rob-entries_4-iq-entries,14166660,20195484
256-fp-regs_4-rob-entries_64-iq-entries,14166658,20195489
256-fp-regs_4-rob-entries_8-iq-entries,14166658,20195489
256-fp-regs_64-rob-entries_128-iq-entries,20201225,0
256-fp-regs_64-rob-entries_16-iq-entries,20199483,0
256-fp-regs_64-rob-entries_256-iq-entries,20201225,0
256-fp-regs_64-rob-entries_32-iq-entries,20200951,0
256-fp-regs_64-rob-entries_4-iq-entries,5645879,20196289
256-fp-regs_64-rob-entries_64-iq-entries,20201225,0
256-fp-regs_64-rob-entries_8-iq-entries,20198627,67
256-fp-regs_8-rob-entries_128-iq-entries,9183769,20196411
256-fp-regs_8-rob-entries_16-iq-entries,9183769,20196411
256-fp-regs_8-rob-entries_256-iq-entries,9183769,20196411
256-fp-regs_8-rob-entries_32-iq-entries,9183769,20196411
256-fp-regs_8-rob-entries_4-iq-entries,7060703,20196374
256-fp-regs_8-rob-entries_64-iq-entries,9183769,20196411
256-fp-regs_8-rob-entries_8-iq-entries,9183771,20196412
4096-fp-regs_128-rob-entries_128-iq-entries,20202216,0
4096-fp-regs_128-rob-entries_16-iq-entries,20199509,0
4096-fp-regs_128-rob-entries_256-iq-entries,20202216,0
4096-fp-regs_128-rob-entries_32-iq-entries,20201034,0
4096-fp-regs_128-rob-entries_4-iq-entries,5645879,20196289
4096-fp-regs_128-rob-entries_64-iq-entries,20202007,0
4096-fp-regs_128-rob-entries_8-iq-entries,20198627,67
4096-fp-regs_16-rob-entries_128-iq-entries,1875114,49
4096-fp-regs_16-rob-entries_16-iq-entries,1875117,49
4096-fp-regs_16-rob-entries_256-iq-entries,1875114,49
4096-fp-regs_16-rob-entries_32-iq-entries,1875114,49
4096-fp-regs_16-rob-entries_4-iq-entries,10656216,20196260
4096-fp-regs_16-rob-entries_64-iq-entries,1875114,49
4096-fp-regs_16-rob-entries_8-iq-entries,20198351,60
4096-fp-regs_256-rob-entries_128-iq-entries,20202693,0
4096-fp-regs_256-rob-entries_16-iq-entries,20199509,0
4096-fp-regs_256-rob-entries_256-iq-entries,20203109,0
4096-fp-regs_256-rob-entries_32-iq-entries,20201080,0
4096-fp-regs_256-rob-entries_4-iq-entries,5645879,20196289
4096-fp-regs_256-rob-entries_64-iq-entries,20202056,0
4096-fp-regs_256-rob-entries_8-iq-entries,20198627,67
4096-fp-regs_32-rob-entries_128-iq-entries,20199704,0
4096-fp-regs_32-rob-entries_16-iq-entries,20199280,0
4096-fp-regs_32-rob-entries_256-iq-entries,20199704,0
4096-fp-regs_32-rob-entries_32-iq-entries,20199704,0
4096-fp-regs_32-rob-entries_4-iq-entries,10656238,20196289
4096-fp-regs_32-rob-entries_64-iq-entries,20199704,0
4096-fp-regs_32-rob-entries_8-iq-entries,20198598,67
4096-fp-regs_4-rob-entries_128-iq-entries,14166658,20195489
4096-fp-regs_4-rob-entries_16-iq-entries,14166658,20195489
4096-fp-regs_4-rob-entries_256-iq-entries,14166658,20195489
4096-fp-regs_4-rob-entries_32-iq-entries,14166658,20195489
4096-fp-regs_4-rob-entries_4-iq-entries,14166660,20195484
4096-fp-regs_4-rob-entries_64-iq-entries,14166658,20195489
4096-fp-regs_4-rob-entries_8-iq-entries,14166658,20195489
4096-fp-regs_64-rob-entries_128-iq-entries,20201225,0
4096-fp-regs_64-rob-entries_16-iq-entries,20199483,0
4096-fp-regs_64-rob-entries_256-iq-entries,20201225,0
4096-fp-regs_64-rob-entries_32-iq-entries,20200951,0
4096-fp-regs_64-rob-entries_4-iq-entries,5645879,20196289
4096-fp-regs_64-rob-entries_64-iq-entries,20201225,0
4096-fp-regs_64-rob-entries_8-iq-entries,20198627,67
4096-fp-regs_8-rob-entries_128-iq-entries,9183769,20196411
4096-fp-regs_8-rob-entries_16-iq-entries,9183769,20196411
4096-fp-regs_8-rob-entries_256-iq-entries,9183769,20196411
4096-fp-regs_8-rob-entries_32-iq-entries,9183769,20196411
4096-fp-regs_8-rob-entries_4-iq-entries,7060703,20196374
4096-fp-regs_8-rob-entries_64-iq-entries,9183769,20196411
4096-fp-regs_8-rob-entries_8-iq-entries,9183771,20196412
512-fp-regs_128-rob-entries_128-iq-entries,20202216,0
512-fp-regs_128-rob-entries_16-iq-entries,20199509,0
512-fp-regs_128-rob-entries_256-iq-entries,20202216,0
512-fp-regs_128-rob-entries_32-iq-entries,20201034,0
512-fp-regs_128-rob-entries_4-iq-entries,5645879,20196289
512-fp-regs_128-rob-entries_64-iq-entries,20202007,0
512-fp-regs_128-rob-entries_8-iq-entries,20198627,67
512-fp-regs_16-rob-entries_128-iq-entries,1875114,49
512-fp-regs_16-rob-entries_16-iq-entries,1875117,49
512-fp-regs_16-rob-entries_256-iq-entries,1875114,49
512-fp-regs_16-rob-entries_32-iq-entries,1875114,49
512-fp-regs_16-rob-entries_4-iq-entries,10656216,20196260
512-fp-regs_16-rob-entries_64-iq-entries,1875114,49
512-fp-regs_16-rob-entries_8-iq-entries,20198351,60
512-fp-regs_256-rob-entries_128-iq-entries,20202693,0
512-fp-regs_256-rob-entries_16-iq-entries,20199509,0
512-fp-regs_256-rob-entries_256-iq-entries,20203109,0
512-fp-regs_256-rob-entries_32-iq-entries,20201080,0
512-fp-regs_256-rob-entries_4-iq-entries,5645879,20196289
512-fp-regs_256-rob-entries_64-iq-entries,20202056,0
512-fp-regs_256-rob-entries_8-iq-entries,20198627,67
512-fp-regs_32-rob-entries_128-iq-entries,20199704,0
512-fp-regs_32-rob-entries_16-iq-entries,20199280,0
512-fp-regs_32-rob-entries_256-iq-entries,20199704,0
512-fp-regs_32-rob-entries_32-iq-entries,20199704,0
512-fp-regs_32-rob-entries_4-iq-entries,10656238,20196289
512-fp-regs_32-rob-entries_64-iq-entries,20199704,0
512-fp-regs_32-rob-entries_8-iq-entries,20198598,67
512-fp-regs_4-rob-entries_128-iq-entries,14166658,20195489
512-fp-regs_4-rob-entries_16-iq-entries,14166658,20195489
512-fp-regs_4-rob-entries_256-iq-entries,14166658,20195489
512-fp-regs_4-rob-entries_32-iq-entries,14166658,20195489
512-fp-regs_4-rob-entries_4-iq-entries,14166660,20195484
512-fp-regs_4-rob-entries_64-iq-entries,14166658,20195489
512-fp-regs_4-rob-entries_8-iq-entries,14166658,20195489
512-fp-regs_64-rob-entries_128-iq-entries,20201225,0
512-fp-regs_64-rob-entries_16-iq-entries,20199483,0
512-fp-regs_64-rob-entries_256-iq-entries,20201225,0
512-fp-regs_64-rob-entries_32-iq-entries,20200951,0
512-fp-regs_64-rob-entries_4-iq-entries,5645879,20196289
512-fp-regs_64-rob-entries_64-iq-entries,20201225,0
512-fp-regs_64-rob-entries_8-iq-entries,20198627,67
512-fp-regs_8-rob-entries_128-iq-entries,9183769,20196411
512-fp-regs_8-rob-entries_16-iq-entries,9183769,20196411
512-fp-regs_8-rob-entries_256-iq-entries,9183769,20196411
512-fp-regs_8-rob-entries_32-iq-entries,9183769,20196411
512-fp-regs_8-rob-entries_4-iq-entries,7060703,20196374
512-fp-regs_8-rob-entries_64-iq-entries,9183769,20196411
512-fp-regs_8-rob-entries_8-iq-entries,9183771,20196412
